site,run,day,round,plot,treatment,plant_id,animal_order,animal_family,animal_genus,animal_species,morphospecies,precision,frequency,caught,second_visit,cdate,ctime,cdate.time,lower,higher,link,freq,experiment,time.of.day,norm.time,abundance,C.abun,focal.abun,vis.rates,plot.temp,plot.rad,round.temp,round.rad,C.prop,meta.freq,group
Freiburg,2,2,1,T4,no,Thy_vul,Hymenoptera,Apidae,Halictus,Halictus_tumulorum,Halictus_tumulorum,caught,1,yes,NA,2018-07-14,09:06:00,2018-07-14 09:06,Thy_vul,Halictus_tumulorum,Thy_vul-Halictus_tumulorum,1,EX2,morning,0.213796521,300,109,109,0.003333333,30,37.5,28.5,36.25,0.121212121,33,generalist
Freiburg,2,2,1,T4,no,Cre_cap,Hymenoptera,Apidae,Lasioglossum,Lasioglossum_leucozonium,Lasioglossum_leucozonium,caught,1,yes,NA,2018-07-14,09:06:00,2018-07-14 09:06,Cre_cap,Lasioglossum_leucozonium,Cre_cap-Lasioglossum_leucozonium,1,EX2,morning,0.213796521,109,109,109,0.009174312,30,37.5,28.5,36.25,0.95,20,specialist
Freiburg,2,2,1,T4,no,Cre_cap,Hymenoptera,Apidae,Lasioglossum,Lasioglossum_pauxillum,Lasioglossum_pauxillum,caught,1,yes,NA,2018-07-14,09:06:00,2018-07-14 09:06,Cre_cap,Lasioglossum_pauxillum,Cre_cap-Lasioglossum_pauxillum,1,EX2,morning,0.213796521,109,109,109,0.009174312,30,37.5,28.5,36.25,0.625,32,generalist
Freiburg,2,2,1,T4,no,Cre_cap,Hymenoptera,Apidae,Lasioglossum,Lasioglossum_pauxillum,Lasioglossum_pauxillum,caught,1,yes,NA,2018-07-14,09:06:00,2018-07-14 09:06,Cre_cap,Lasioglossum_pauxillum,Cre_cap-Lasioglossum_pauxillum,1,EX2,morning,0.213796521,109,109,109,0.009174312,30,37.5,28.5,36.25,0.625,32,generalist
Freiburg,2,2,1,T4,no,Cre_cap,Diptera,Syrphidae,Paragus,Paragus_haemorrhous,Paragus_haemorrhous,caught,1,yes,NA,2018-07-14,09:06:00,2018-07-14 09:06,Cre_cap,Paragus_haemorrhous,Cre_cap-Paragus_haemorrhous,1,EX2,morning,0.213796521,109,109,109,0.009174312,30,37.5,28.5,36.25,0.5,2,generalist
Freiburg,2,2,1,T1,no,Thy_vul,Hymenoptera,Apidae,Apis,Apis_mellifera,Apis_mellifera,ID-in-field,1,no,NA,2018-07-14,09:17:00,2018-07-14 09:17,Thy_vul,Apis_mellifera,Thy_vul-Apis_mellifera,1,EX2,morning,0.22547649,3300,161,161,0.00030303,30.33333333,38.16666667,28.5,36.25,0.524216524,351,generalist
Freiburg,2,2,1,T1,no,Thy_vul,Diptera,Tachinidae,Eriothrix,Eriothrix_rufomaculatus,Eriothrix_rufomaculatus,caught,1,yes,NA,2018-07-14,09:17:00,2018-07-14 09:17,Thy_vul,Eriothrix_rufomaculatus,Thy_vul-Eriothrix_rufomaculatus,1,EX2,morning,0.22547649,3300,161,161,0.00030303,30.33333333,38.16666667,28.5,36.25,0,7,non-visitor
Freiburg,2,2,1,T1,no,Thy_vul,Diptera,Tachinidae,Eriothrix,Eriothrix_rufomaculatus,Eriothrix_rufomaculatus,caught,1,yes,NA,2018-07-14,09:17:00,2018-07-14 09:17,Thy_vul,Eriothrix_rufomaculatus,Thy_vul-Eriothrix_rufomaculatus,1,EX2,morning,0.22547649,3300,161,161,0.00030303,30.33333333,38.16666667,28.5,36.25,0,7,non-visitor
Freiburg,2,2,1,T1,no,Cre_cap,Hymenoptera,Apidae,Lasioglossum,Lasioglossum_leucozonium,Lasioglossum_leucozonium,caught,1,yes,NA,2018-07-14,09:17:00,2018-07-14 09:17,Cre_cap,Lasioglossum_leucozonium,Cre_cap-Lasioglossum_leucozonium,1,EX2,morning,0.22547649,161,161,161,0.00621118,30.33333333,38.16666667,28.5,36.25,0.95,20,specialist
Freiburg,2,2,1,T1,no,Cre_cap,Hymenoptera,Apidae,Lasioglossum,Lasioglossum_pauxillum,Lasioglossum_pauxillum,caught,1,yes,NA,2018-07-14,09:17:00,2018-07-14 09:17,Cre_cap,Lasioglossum_pauxillum,Cre_cap-Lasioglossum_pauxillum,1,EX2,morning,0.22547649,161,161,161,0.00621118,30.33333333,38.16666667,28.5,36.25,0.625,32,generalist
Freiburg,2,2,1,T1,no,Thy_vul,Diptera,Syrphidae,Paragus,NA,Paragus_spec,caught,1,yes,NA,2018-07-14,09:17:00,2018-07-14 09:17,Thy_vul,Paragus_spec,Thy_vul-Paragus_spec,1,EX2,morning,0.22547649,3300,161,161,0.00030303,30.33333333,38.16666667,28.5,36.25,0,1,non-visitor
Freiburg,2,2,1,T1,no,Cre_cap,Diptera,Syrphidae,Sphaerophoria,Sphaerophoria_scripta,Sphaerophoria_scripta,caught,1,yes,NA,2018-07-14,09:17:00,2018-07-14 09:17,Cre_cap,Sphaerophoria_scripta,Cre_cap-Sphaerophoria_scripta,1,EX2,morning,0.22547649,161,161,161,0.00621118,30.33333333,38.16666667,28.5,36.25,0.578947368,76,generalist
Freiburg,2,2,1,T1,no,Thy_vul,Diptera,Syrphidae,Sphaerophoria,Sphaerophoria_scripta,Sphaerophoria_scripta,caught,1,yes,NA,2018-07-14,09:17:00,2018-07-14 09:17,Thy_vul,Sphaerophoria_scripta,Thy_vul-Sphaerophoria_scripta,1,EX2,morning,0.22547649,3300,161,161,0.00030303,30.33333333,38.16666667,28.5,36.25,0.578947368,76,generalist
Freiburg,2,2,2,T3,no,Cre_cap,Hymenoptera,Apidae,Apis,Apis_mellifera,Apis_mellifera,ID-in-field,2,no,NA,2018-07-14,10:30:00,2018-07-14 10:30,Cre_cap,Apis_mellifera,Cre_cap-Apis_mellifera,2,EX2,morning,0.30298901,222,222,222,0.009009009,34.5,43.5,34.47222222,43.20555556,0.524216524,351,generalist
Freiburg,2,2,2,T3,no,Thy_vul,Diptera,Tachinidae,Eriothrix,Eriothrix_rufomaculatus,Eriothrix_rufomaculatus,caught,1,yes,NA,2018-07-14,10:30:00,2018-07-14 10:30,Thy_vul,Eriothrix_rufomaculatus,Thy_vul-Eriothrix_rufomaculatus,1,EX2,morning,0.30298901,980,222,222,0.001020408,34.5,43.5,34.47222222,43.20555556,0,7,non-visitor
Freiburg,2,2,2,T3,no,Thy_vul,Hymenoptera,Apidae,Halictus,Halictus_tumulorum,Halictus_tumulorum,caught,1,yes,NA,2018-07-14,10:30:00,2018-07-14 10:30,Thy_vul,Halictus_tumulorum,Thy_vul-Halictus_tumulorum,1,EX2,morning,0.30298901,980,222,222,0.001020408,34.5,43.5,34.47222222,43.20555556,0.121212121,33,generalist
Freiburg,2,2,2,T3,no,Cre_cap,Hymenoptera,Apidae,Lasioglossum,Lasioglossum_laticeps,Lasioglossum_laticeps,caught,1,yes,NA,2018-07-14,10:30:00,2018-07-14 10:30,Cre_cap,Lasioglossum_laticeps,Cre_cap-Lasioglossum_laticeps,1,EX2,morning,0.30298901,222,222,222,0.004504505,34.5,43.5,34.47222222,43.20555556,0.6,5,generalist
Freiburg,2,2,2,T3,no,Cre_cap,Diptera,Syrphidae,Sphaerophoria,Sphaerophoria_scripta,Sphaerophoria_scripta,caught,1,yes,NA,2018-07-14,10:30:00,2018-07-14 10:30,Cre_cap,Sphaerophoria_scripta,Cre_cap-Sphaerophoria_scripta,1,EX2,morning,0.30298901,222,222,222,0.004504505,34.5,43.5,34.47222222,43.20555556,0.578947368,76,generalist
Freiburg,2,2,2,T3,no,Cre_cap,Diptera,Syrphidae,Sphaerophoria,Sphaerophoria_scripta,Sphaerophoria_scripta,caught,1,yes,NA,2018-07-14,10:30:00,2018-07-14 10:30,Cre_cap,Sphaerophoria_scripta,Cre_cap-Sphaerophoria_scripta,1,EX2,morning,0.30298901,222,222,222,0.004504505,34.5,43.5,34.47222222,43.20555556,0.578947368,76,generalist
Freiburg,2,2,2,T3,no,Thy_vul,Diptera,Syrphidae,Sphaerophoria,Sphaerophoria_scripta,Sphaerophoria_scripta,caught,1,yes,NA,2018-07-14,10:30:00,2018-07-14 10:30,Thy_vul,Sphaerophoria_scripta,Thy_vul-Sphaerophoria_scripta,1,EX2,morning,0.30298901,980,222,222,0.001020408,34.5,43.5,34.47222222,43.20555556,0.578947368,76,generalist
Freiburg,2,2,2,T3,no,Thy_vul,Diptera,Syrphidae,Sphaerophoria,Sphaerophoria_scripta,Sphaerophoria_scripta,caught,1,yes,NA,2018-07-14,10:30:00,2018-07-14 10:30,Thy_vul,Sphaerophoria_scripta,Thy_vul-Sphaerophoria_scripta,1,EX2,morning,0.30298901,980,222,222,0.001020408,34.5,43.5,34.47222222,43.20555556,0.578947368,76,generalist
Freiburg,2,2,2,T2,no,Sen_jac,Hymenoptera,Apidae,Lasioglossum,Lasioglossum_calceatum,Lasioglossum_calceatum,caught,1,yes,NA,2018-07-14,10:40:00,2018-07-14 10:40,Sen_jac,Lasioglossum_calceatum,Sen_jac-Lasioglossum_calceatum,1,EX2,morning,0.313607164,16,57,57,0.0625,34.75,43.5,34.47222222,43.20555556,0.636363636,11,generalist
Freiburg,2,2,2,T2,no,Cre_cap,Coleoptera,Oedemeridae,Oederma,NA,Oederma_grey,caught,1,yes,NA,2018-07-14,10:40:00,2018-07-14 10:40,Cre_cap,Oedemera_grey,Cre_cap-Oederma_grey,1,EX2,morning,0.313607164,57,57,57,0.01754386,34.75,43.5,34.47222222,43.20555556,0.333333333,3,generalist
Freiburg,2,2,2,T2,no,Cre_cap,Diptera,Syrphidae,Sphaerophoria,Sphaerophoria_scripta,Sphaerophoria_scripta,caught,1,yes,NA,2018-07-14,10:40:00,2018-07-14 10:40,Cre_cap,Sphaerophoria_scripta,Cre_cap-Sphaerophoria_scripta,1,EX2,morning,0.313607164,57,57,57,0.01754386,34.75,43.5,34.47222222,43.20555556,0.578947368,76,generalist
Freiburg,2,2,2,T2,no,Cre_cap,Diptera,Syrphidae,Sphaerophoria,Sphaerophoria_scripta,Sphaerophoria_scripta,caught,1,yes,NA,2018-07-14,10:40:00,2018-07-14 10:40,Cre_cap,Sphaerophoria_scripta,Cre_cap-Sphaerophoria_scripta,1,EX2,morning,0.313607164,57,57,57,0.01754386,34.75,43.5,34.47222222,43.20555556,0.578947368,76,generalist
Freiburg,2,2,2,T4,no,Dau_car,Hymenoptera,Apidae,Andrena,Andrena_minutuloides,Andrena_minutuloides,caught,1,yes,NA,2018-07-14,10:50:00,2018-07-14 10:50,Dau_car,Andrena_minutuloides,Dau_car-Andrena_minutuloides,1,EX2,morning,0.324225317,10615.82799,105,105,9.42E-05,35,43,34.47222222,43.20555556,0,4,non-visitor
Freiburg,2,2,2,T4,no,Dau_car,Hymenoptera,Formicidae,Formica,NA,Formica_sp,caught,1,yes,NA,2018-07-14,10:50:00,2018-07-14 10:50,Dau_car,Formica_sp,Dau_car-Formica_sp,1,EX2,morning,0.324225317,10615.82799,105,105,9.42E-05,35,43,34.47222222,43.20555556,0.125,8,generalist
Freiburg,2,2,2,T4,no,Cre_cap,Hymenoptera,Apidae,Halictus,Halictus_leucaheneus,Halictus_leucaheneus,caught,1,yes,NA,2018-07-14,10:50:00,2018-07-14 10:50,Cre_cap,Halictus_leucaheneus,Cre_cap-Halictus_leucaheneus,1,EX2,morning,0.324225317,105,105,105,0.00952381,35,43,34.47222222,43.20555556,0.333333333,3,generalist
Freiburg,2,2,2,T4,no,Thy_vul,Hymenoptera,Apidae,Halictus,Halictus_tumulorum,Halictus_tumulorum,caught,1,yes,NA,2018-07-14,10:50:00,2018-07-14 10:50,Thy_vul,Halictus_tumulorum,Thy_vul-Halictus_tumulorum,1,EX2,morning,0.324225317,465,105,105,0.002150538,35,43,34.47222222,43.20555556,0.121212121,33,generalist
Freiburg,2,2,2,T4,no,Dau_car,Coleoptera,Coccinellidae,Hippodamia,NA,Hippodamia_sp,caught,1,yes,NA,2018-07-14,10:50:00,2018-07-14 10:50,Dau_car,Hippodamia_sp,Dau_car-Hippodamia_sp,1,EX2,morning,0.324225317,10615.82799,105,105,9.42E-05,35,43,34.47222222,43.20555556,0,1,non-visitor
Freiburg,2,2,2,T4,no,Dau_car,Hymenoptera,Apidae,Hylaeus,Hylaeus_nigritus,Hylaeus_nigritus,caught,1,yes,NA,2018-07-14,10:50:00,2018-07-14 10:50,Dau_car,Hylaeus_nigritus,Dau_car-Hylaeus_nigritus,1,EX2,morning,0.324225317,10615.82799,105,105,9.42E-05,35,43,34.47222222,43.20555556,0,1,non-visitor
Freiburg,2,2,2,T4,no,Cre_cap,Hymenoptera,Apidae,Lasioglossum,Lasioglossum_malachurum,Lasioglossum_malachurum,caught,1,yes,NA,2018-07-14,10:50:00,2018-07-14 10:50,Cre_cap,Lasioglossum_malachurum,Cre_cap-Lasioglossum_malachurum,1,EX2,morning,0.324225317,105,105,105,0.00952381,35,43,34.47222222,43.20555556,0.966666667,30,specialist
Freiburg,2,2,2,T4,no,Dau_car,Hymenoptera,Apidae,Lasioglossum,Lasioglossum_morio,Lasioglossum_morio,caught,1,yes,NA,2018-07-14,10:50:00,2018-07-14 10:50,Dau_car,Lasioglossum_morio,Dau_car-Lasioglossum_morio,1,EX2,morning,0.324225317,10615.82799,105,105,9.42E-05,35,43,34.47222222,43.20555556,0.333333333,3,generalist
Freiburg,2,2,2,T4,no,Dau_car,Diptera,Sarcophagidae,Sarcophaga,Sarcophaga_incisilobata,Sarcophaga_incisilobata,caught,1,yes,NA,2018-07-14,10:50:00,2018-07-14 10:50,Dau_car,Sarcophaga_incisilobata,Dau_car-Sarcophaga_incisilobata,1,EX2,morning,0.324225317,10615.82799,105,105,9.42E-05,35,43,34.47222222,43.20555556,0,1,non-visitor
Freiburg,2,2,2,T4,no,Dau_car,Diptera,Syrphidae,Sphaerophoria,Sphaerophoria_scripta,Sphaerophoria_scripta,caught,1,yes,NA,2018-07-14,10:50:00,2018-07-14 10:50,Dau_car,Sphaerophoria_scripta,Dau_car-Sphaerophoria_scripta,1,EX2,morning,0.324225317,10615.82799,105,105,9.42E-05,35,43,34.47222222,43.20555556,0.578947368,76,generalist
Freiburg,2,2,2,T4,no,Dau_car,Diptera,Syrphidae,Sphaerophoria,Sphaerophoria_scripta,Sphaerophoria_scripta,caught,1,yes,NA,2018-07-14,10:50:00,2018-07-14 10:50,Dau_car,Sphaerophoria_scripta,Dau_car-Sphaerophoria_scripta,1,EX2,morning,0.324225317,10615.82799,105,105,9.42E-05,35,43,34.47222222,43.20555556,0.578947368,76,generalist
Freiburg,2,2,2,T4,no,Pim_sax,Diptera,Syrphidae,Sphaerophoria,Sphaerophoria_scripta,Sphaerophoria_scripta,caught,1,yes,NA,2018-07-14,10:50:00,2018-07-14 10:50,Pim_sax,Sphaerophoria_scripta,Pim_sax-Sphaerophoria_scripta,1,EX2,morning,0.324225317,1885,105,105,0.000530504,35,43,34.47222222,43.20555556,0.578947368,76,generalist
Freiburg,2,2,2,C1,no,Cre_cap,Hymenoptera,Apidae,Apis,Apis_mellifera,Apis_mellifera,ID-in-field,1,no,NA,2018-07-14,11:10:00,2018-07-14 11:10,Cre_cap,Apis_mellifera,Cre_cap-Apis_mellifera,1,EX2,morning,0.345461624,118,118,118,0.008474576,36.25,44.25,34.47222222,43.20555556,0.524216524,351,generalist
Freiburg,2,2,2,C1,no,Cre_cap,Diptera,Syrphidae,Eristalis,Eristalis_tenax,Eristalis_tenax,caught,1,yes,NA,2018-07-14,11:10:00,2018-07-14 11:10,Cre_cap,Eristalis_tenax,Cre_cap-Eristalis_tenax,1,EX2,morning,0.345461624,118,118,118,0.008474576,36.25,44.25,34.47222222,43.20555556,0.76,25,generalist
Freiburg,2,2,2,C1,no,Cre_cap,Diptera,Syrphidae,Sphaerophoria,Sphaerophoria_scripta,Sphaerophoria_scripta,caught,1,yes,NA,2018-07-14,11:10:00,2018-07-14 11:10,Cre_cap,Sphaerophoria_scripta,Cre_cap-Sphaerophoria_scripta,1,EX2,morning,0.345461624,118,118,118,0.008474576,36.25,44.25,34.47222222,43.20555556,0.578947368,76,generalist
Freiburg,2,2,2,T1,no,Thy_vul,Hymenoptera,Apidae,Apis,Apis_mellifera,Apis_mellifera,ID-in-field,1,no,NA,2018-07-14,11:19:00,2018-07-14 11:19,Thy_vul,Apis_mellifera,Thy_vul-Apis_mellifera,1,EX2,morning,0.355017962,2500,126,126,4.00E-04,36.5,45.16666667,34.47222222,43.20555556,0.524216524,351,generalist
Freiburg,2,2,2,T1,no,Thy_vul,Hymenoptera,Apidae,Halictus,Halictus_tumulorum,Halictus_tumulorum,caught,1,yes,NA,2018-07-14,11:19:00,2018-07-14 11:19,Thy_vul,Halictus_tumulorum,Thy_vul-Halictus_tumulorum,1,EX2,morning,0.355017962,2500,126,126,4.00E-04,36.5,45.16666667,34.47222222,43.20555556,0.121212121,33,generalist
Freiburg,2,2,2,T1,no,Pim_sax,Hymenoptera,Ichneumonidae,NA,NA,Ichneumonidae3,caught,1,yes,NA,2018-07-14,11:19:00,2018-07-14 11:19,Pim_sax,Ichneumonidae3,Pim_sax-Ichneumonidae3,1,EX2,morning,0.355017962,3640,126,126,0.000274725,36.5,45.16666667,34.47222222,43.20555556,0,1,non-visitor
Freiburg,2,2,2,T1,no,Sen_jac,Hymenoptera,Apidae,Lasioglossum,Lasioglossum_calceatum,Lasioglossum_calceatum,caught,1,yes,NA,2018-07-14,11:19:00,2018-07-14 11:19,Sen_jac,Lasioglossum_calceatum,Sen_jac-Lasioglossum_calceatum,1,EX2,morning,0.355017962,4,126,126,0.25,36.5,45.16666667,34.47222222,43.20555556,0.636363636,11,generalist
Freiburg,2,2,2,T1,no,Pim_sax,Hemiptera,Miridae,NA,NA,Miridae6,caught,1,yes,NA,2018-07-14,11:19:00,2018-07-14 11:19,Pim_sax,Miridae6,Pim_sax-Miridae6,1,EX2,morning,0.355017962,3640,126,126,0.000274725,36.5,45.16666667,34.47222222,43.20555556,0,1,non-visitor
Freiburg,2,2,2,T1,no,Thy_vul,Diptera,Sarcophagidae,Sarcophaga,Sarcophaga_filia,Sarcophaga_filia,caught,1,yes,NA,2018-07-14,11:19:00,2018-07-14 11:19,Thy_vul,Sarcophaga_filia,Thy_vul-Sarcophaga_filia,1,EX2,morning,0.355017962,2500,126,126,4.00E-04,36.5,45.16666667,34.47222222,43.20555556,0,1,non-visitor
Freiburg,2,2,2,T1,no,Cre_cap,Diptera,Syrphidae,Sphaerophoria,Sphaerophoria_scripta,Sphaerophoria_scripta,caught,1,yes,NA,2018-07-14,11:19:00,2018-07-14 11:19,Cre_cap,Sphaerophoria_scripta,Cre_cap-Sphaerophoria_scripta,1,EX2,morning,0.355017962,126,126,126,0.007936508,36.5,45.16666667,34.47222222,43.20555556,0.578947368,76,generalist
Freiburg,2,2,2,T1,no,Thy_vul,Diptera,Syrphidae,Sphaerophoria,Sphaerophoria_scripta,Sphaerophoria_scripta,caught,1,yes,NA,2018-07-14,11:19:00,2018-07-14 11:19,Thy_vul,Sphaerophoria_scripta,Thy_vul-Sphaerophoria_scripta,1,EX2,morning,0.355017962,2500,126,126,4.00E-04,36.5,45.16666667,34.47222222,43.20555556,0.578947368,76,generalist
Freiburg,2,2,3,C3,yes,Thy_vul,Hymenoptera,Apidae,Apis,Apis_mellifera,Apis_mellifera,ID-in-field,2,no,NA,2018-07-14,12:59:00,2018-07-14 12:59,Thy_vul,Apis_mellifera,Thy_vul-Apis_mellifera,2,EX2,afternoon,0.461199497,270,98,96,0.007407407,37.83333333,44.83333333,38.12990196,45.69444444,0.524216524,351,generalist
Freiburg,2,2,3,C3,yes,Hyp_rad,Hymenoptera,Apidae,Bombus,Bombus_lapidarius,Bombus_lapidarius,caught,1,yes,NA,2018-07-14,12:59:00,2018-07-14 12:59,Hyp_rad,Bombus_lapidarius,Hyp_rad-Bombus_lapidarius,1,EX2,afternoon,0.461199497,2,98,96,0.5,37.83333333,44.83333333,38.12990196,45.69444444,0.75,12,generalist
Freiburg,2,2,3,C3,yes,Cre_cap,Hymenoptera,Apidae,Halictus,Halictus_subauratus,Halictus_subauratus,caught,1,yes,NA,2018-07-14,12:59:00,2018-07-14 12:59,Cre_cap,Halictus_subauratus,Cre_cap-Halictus_subauratus,1,EX2,afternoon,0.461199497,96,98,96,0.010416667,37.83333333,44.83333333,38.12990196,45.69444444,0.25,4,generalist
Freiburg,2,2,3,C3,yes,Cre_cap,Hymenoptera,Apidae,Halictus,Halictus_subauratus,Halictus_subauratus,caught,1,yes,NA,2018-07-14,12:59:00,2018-07-14 12:59,Cre_cap,Halictus_subauratus,Cre_cap-Halictus_subauratus,1,EX2,afternoon,0.461199497,96,98,96,0.010416667,37.83333333,44.83333333,38.12990196,45.69444444,0.25,4,generalist
Freiburg,2,2,3,T3,no,Thy_vul,Hymenoptera,Apidae,Apis,Apis_mellifera,Apis_mellifera,ID-in-field,2,no,NA,2018-07-14,13:09:00,2018-07-14 13:09,Thy_vul,Apis_mellifera,Thy_vul-Apis_mellifera,2,EX2,afternoon,0.471817651,1500,33,33,0.001333333,38.33333333,45.83333333,38.12990196,45.69444444,0.524216524,351,generalist
Freiburg,2,2,3,T3,no,Thy_vul,Hymenoptera,Apidae,Halictus,Halictus_eurygnathus,Halictus_eurygnathus,caught,1,yes,NA,2018-07-14,13:09:00,2018-07-14 13:09,Thy_vul,Halictus_eurygnathus,Thy_vul-Halictus_eurygnathus,1,EX2,afternoon,0.471817651,1500,33,33,0.000666667,38.33333333,45.83333333,38.12990196,45.69444444,0.090909091,11,non-visitor
Freiburg,2,2,3,T3,no,Thy_vul,Hymenoptera,Apidae,Halictus,Halictus_eurygnathus,Halictus_eurygnathus,caught,1,yes,NA,2018-07-14,13:09:00,2018-07-14 13:09,Thy_vul,Halictus_eurygnathus,Thy_vul-Halictus_eurygnathus,1,EX2,afternoon,0.471817651,1500,33,33,0.000666667,38.33333333,45.83333333,38.12990196,45.69444444,0.090909091,11,non-visitor
Freiburg,2,2,3,C2,yes,Cre_cap,Hymenoptera,Apidae,Halictus,Halictus_confusus,Halictus_confusus,caught,1,yes,NA,2018-07-14,13:19:00,2018-07-14 13:19,Cre_cap,Halictus_confusus,Cre_cap-Halictus_confusus,1,EX2,afternoon,0.482435804,186,187,186,0.005376344,39.83333333,47.83333333,38.12990196,45.69444444,0,4,non-visitor
Freiburg,2,2,3,C2,yes,Cre_cap,Hymenoptera,Apidae,Lasioglossum,Lasioglossum_pauxillum,Lasioglossum_pauxillum,caught,1,yes,NA,2018-07-14,13:19:00,2018-07-14 13:19,Cre_cap,Lasioglossum_pauxillum,Cre_cap-Lasioglossum_pauxillum,1,EX2,afternoon,0.482435804,186,187,186,0.005376344,39.83333333,47.83333333,38.12990196,45.69444444,0.625,32,generalist
Freiburg,2,2,3,C2,yes,Cre_cap,Diptera,Syrphidae,Sphaerophoria,Sphaerophoria_scripta,Sphaerophoria_scripta,caught,1,yes,NA,2018-07-14,13:19:00,2018-07-14 13:19,Cre_cap,Sphaerophoria_scripta,Cre_cap-Sphaerophoria_scripta,1,EX2,afternoon,0.482435804,186,187,186,0.005376344,39.83333333,47.83333333,38.12990196,45.69444444,0.578947368,76,generalist
Freiburg,2,2,3,C2,yes,Ach_mil,Lepidoptera,Tineidae,NA,NA,Tineidae_sp1,caught,1,yes,NA,2018-07-14,13:19:00,2018-07-14 13:19,Ach_mil,Tineidae_sp1,Ach_mil-Tineidae_sp1,1,EX2,afternoon,0.482435804,236,187,186,0.004237288,39.83333333,47.83333333,38.12990196,45.69444444,NA,NA,NA
Freiburg,2,2,3,T2,no,Sen_jac,Hymenoptera,Apidae,Bombus,Bombus_lapidarius,Bombus_lapidarius,caught,1,yes,NA,2018-07-14,13:29:00,2018-07-14 13:29,Sen_jac,Bombus_lapidarius,Sen_jac-Bombus_lapidarius,1,EX2,afternoon,0.493053958,14,NA,NA,0.071428571,39.83333333,47.16666667,38.12990196,45.69444444,0.75,12,generalist
Freiburg,2,2,3,C4,yes,Pim_sax,Hymenoptera,Apidae,Halictus,Halictus_confusus,Halictus_confusus,caught,1,yes,NA,2018-07-14,13:36:00,2018-07-14 13:36,Pim_sax,Halictus_confusus,Pim_sax-Halictus_confusus,1,EX2,afternoon,0.500486665,7700,88,84,0.00012987,39.16666667,46.16666667,38.12990196,45.69444444,0,4,non-visitor
Freiburg,2,2,3,C4,yes,Thy_vul,Hymenoptera,Apidae,Halictus,Halictus_tumulorum,Halictus_tumulorum,caught,1,yes,NA,2018-07-14,13:36:00,2018-07-14 13:36,Thy_vul,Halictus_tumulorum,Thy_vul-Halictus_tumulorum,1,EX2,afternoon,0.500486665,470,88,84,0.00212766,39.16666667,46.16666667,38.12990196,45.69444444,0.121212121,33,generalist
Freiburg,2,2,3,C4,yes,Pim_sax,Hymenoptera,Apidae,Lasioglossum,Lasioglossum_laticeps,Lasioglossum_laticeps,caught,1,yes,NA,2018-07-14,13:36:00,2018-07-14 13:36,Pim_sax,Lasioglossum_laticeps,Pim_sax-Lasioglossum_laticeps,1,EX2,afternoon,0.500486665,7700,88,84,0.00012987,39.16666667,46.16666667,38.12990196,45.69444444,0.6,5,generalist
Freiburg,2,2,3,C4,yes,Cre_cap,Hymenoptera,Apidae,Lasioglossum,Lasioglossum_morio,Lasioglossum_morio,caught,1,yes,NA,2018-07-14,13:36:00,2018-07-14 13:36,Cre_cap,Lasioglossum_morio,Cre_cap-Lasioglossum_morio,1,EX2,afternoon,0.500486665,84,88,84,0.011904762,39.16666667,46.16666667,38.12990196,45.69444444,0.333333333,3,generalist
Freiburg,2,2,3,C4,yes,Leo_aut,Diptera,Syrphidae,Sphaerophoria,Sphaerophoria_scripta,Sphaerophoria_scripta,caught,1,yes,NA,2018-07-14,13:36:00,2018-07-14 13:36,Leo_aut,Sphaerophoria_scripta,Leo_aut-Sphaerophoria_scripta,1,EX2,afternoon,0.500486665,4,88,84,0.25,39.16666667,46.16666667,38.12990196,45.69444444,0.578947368,76,generalist
Freiburg,2,2,3,T4,no,Dau_car,Diptera,Tachinidae,Lydella,Lydella_grisescens,Lydella_grisescens,caught,1,yes,NA,2018-07-14,13:50:00,2018-07-14 13:50,Dau_car,Lydella_grisescens,Dau_car-Lydella_grisescens,1,EX2,afternoon,0.51535208,17383.53799,NA,NA,5.75E-05,38.75,44.75,38.12990196,45.69444444,0,1,non-visitor
Freiburg,2,2,3,T4,no,Dau_car,Diptera,Tachinidae,Meigenia,Meigenia_mutabilis,Meigenia_mutabilis,caught,1,yes,NA,2018-07-14,13:50:00,2018-07-14 13:50,Dau_car,Meigenia_mutabilis,Dau_car-Meigenia_mutabilis,1,EX2,afternoon,0.51535208,17383.53799,NA,NA,5.75E-05,38.75,44.75,38.12990196,45.69444444,0,1,non-visitor
Freiburg,2,2,3,T4,no,Pim_sax,Diptera,Sarcophagidae,Sarcophila,Sarcophila_latifrons,Sarcophila_latifrons,caught,1,yes,NA,2018-07-14,13:50:00,2018-07-14 13:50,Pim_sax,Sarcophila_latifrons,Pim_sax-Sarcophila_latifrons,1,EX2,afternoon,0.51535208,950,NA,NA,0.001052632,38.75,44.75,38.12990196,45.69444444,0,2,non-visitor
Freiburg,2,2,3,T4,no,Pim_sax,Diptera,Syrphidae,Sphaerophoria,Sphaerophoria_scripta,Sphaerophoria_scripta,caught,1,yes,NA,2018-07-14,13:50:00,2018-07-14 13:50,Pim_sax,Sphaerophoria_scripta,Pim_sax-Sphaerophoria_scripta,1,EX2,afternoon,0.51535208,950,NA,NA,0.001052632,38.75,44.75,38.12990196,45.69444444,0.578947368,76,generalist
