site,run,day,round,plot,treatment,plant_id,animal_order,animal_family,animal_genus,animal_species,morphospecies,precision,frequency,caught,second_visit,cdate,ctime,cdate.time,lower,higher,link,freq,experiment,time.of.day,norm.time,abundance,C.abun,focal.abun,vis.rates,plot.temp,plot.rad,round.temp,round.rad,C.prop,meta.freq,group
Freiburg,1,1,1,T5,yes,Pla_lan,Hymenoptera,Apidae,Apis,Apis_mellifera,Apis_mellifera,ID-in-field,1,no,NA,2018-07-01,08:06:00,2018-07-01 08:06,Pla_lan,Apis_mellifera,Pla_lan-Apis_mellifera,1,EX1,morning,0.158328408,8,130,130,0.125,24,27.25,25.37931034,33.59626437,0.524216524,351,generalist
Freiburg,1,1,1,T5,yes,Cre_cap,Coleoptera,Endomychidae,NA,NA,Endomychidae_sp2,caught,1,yes,NA,2018-07-01,08:06:00,2018-07-01 08:06,Cre_cap,Endomychidae_sp2,Cre_cap-Endomychidae_sp2,1,EX1,morning,0.158328408,130,130,130,0.007692308,24,27.25,25.37931034,33.59626437,1,2,specialist
Freiburg,1,1,1,T5,yes,Cre_cap,Hymenoptera,Apidae,Halictus,Halictus_scabiosae,Halictus_scabiosae,ID-in-field,1,no,NA,2018-07-01,08:06:00,2018-07-01 08:06,Cre_cap,Halictus_scabiosae,Cre_cap-Halictus_scabiosae,1,EX1,morning,0.158328408,130,130,130,0.007692308,24,27.25,25.37931034,33.59626437,0.479166667,48,generalist
Freiburg,1,1,1,T5,yes,Cre_cap,Hymenoptera,Apidae,Lasioglossum,Lasioglossum_malachurum,Lasioglossum_malachurum,caught,1,yes,NA,2018-07-01,08:06:00,2018-07-01 08:06,Cre_cap,Lasioglossum_malachurum,Cre_cap-Lasioglossum_malachurum,1,EX1,morning,0.158328408,130,130,130,0.007692308,24,27.25,25.37931034,33.59626437,0.966666667,30,specialist
Freiburg,1,1,1,T5,yes,Cre_cap,Hymenoptera,Apidae,Lasioglossum,Lasioglossum_malachurum,Lasioglossum_malachurum,caught,1,yes,NA,2018-07-01,08:06:00,2018-07-01 08:06,Cre_cap,Lasioglossum_malachurum,Cre_cap-Lasioglossum_malachurum,1,EX1,morning,0.158328408,130,130,130,0.007692308,24,27.25,25.37931034,33.59626437,0.966666667,30,specialist
Freiburg,1,1,1,T5,yes,Cre_cap,Diptera,Syrphidae,Scaeva,Scaeva_pyrastri,Scaeva_pyrastri,caught,1,yes,NA,2018-07-01,08:06:00,2018-07-01 08:06,Cre_cap,Scaeva_pyrastri,Cre_cap-Scaeva_pyrastri,1,EX1,morning,0.158328408,130,130,130,0.007692308,24,27.25,25.37931034,33.59626437,1,1,specialist
Freiburg,1,1,1,T5,yes,Pla_lan,Diptera,Syrphidae,Scaeva,Scaeva_pyrastri,Scaeva_pyrastri,caught,1,yes,NA,2018-07-01,08:06:00,2018-07-01 08:06,Pla_lan,Scaeva_pyrastri,Pla_lan-Scaeva_pyrastri,1,EX1,morning,0.158328408,8,130,130,0.125,24,27.25,25.37931034,33.59626437,1,1,specialist
Freiburg,1,1,1,T5,yes,Cre_cap,Diptera,Syrphidae,Sphaerophoria,Sphaerophoria_scripta,Sphaerophoria_scripta,caught,1,yes,NA,2018-07-01,08:06:00,2018-07-01 08:06,Cre_cap,Sphaerophoria_scripta,Cre_cap-Sphaerophoria_scripta,1,EX1,morning,0.158328408,130,130,130,0.007692308,24,27.25,25.37931034,33.59626437,0.578947368,76,generalist
Freiburg,1,1,1,T5,yes,Cre_cap,Diptera,Syrphidae,Sphaerophoria,Sphaerophoria_scripta,Sphaerophoria_scripta,caught,1,yes,NA,2018-07-01,08:06:00,2018-07-01 08:06,Cre_cap,Sphaerophoria_scripta,Cre_cap-Sphaerophoria_scripta,1,EX1,morning,0.158328408,130,130,130,0.007692308,24,27.25,25.37931034,33.59626437,0.578947368,76,generalist
Freiburg,1,1,1,T5,yes,Cre_cap,Diptera,Syrphidae,NA,NA,NA,caught,1,yes,NA,2018-07-01,08:06:00,2018-07-01 08:06,Cre_cap,NA,NA,1,EX1,morning,0.158328408,130,130,130,0.007692308,24,27.25,25.37931034,33.59626437,NA,NA,NA
Freiburg,1,1,1,C5,no,Cre_cap,Hymenoptera,Apidae,Andrena,Andrena_fulvago,Andrena_fulvago,caught,1,yes,NA,2018-07-01,08:23:00,2018-07-01 08:23,Cre_cap,Andrena_fulvago,Cre_cap-Andrena_fulvago,1,EX1,morning,0.176059521,315,315,315,0.003174603,24,28.66666667,25.37931034,33.59626437,1,2,specialist
Freiburg,1,1,1,C5,no,Pla_lan,Hymenoptera,Apidae,Apis,Apis_mellifera,Apis_mellifera,ID-in-field,1,no,NA,2018-07-01,08:23:00,2018-07-01 08:23,Pla_lan,Apis_mellifera,Pla_lan-Apis_mellifera,1,EX1,morning,0.176059521,10,315,315,0.1,24,28.66666667,25.37931034,33.59626437,0.524216524,351,generalist
Freiburg,1,1,1,C5,no,Cre_cap,Hymenoptera,Apidae,Halictus,Halictus_scabiosae,Halictus_scabiosae,ID-in-field,1,no,NA,2018-07-01,08:23:00,2018-07-01 08:23,Cre_cap,Halictus_scabiosae,Cre_cap-Halictus_scabiosae,1,EX1,morning,0.176059521,315,315,315,0.003174603,24,28.66666667,25.37931034,33.59626437,0.479166667,48,generalist
Freiburg,1,1,1,C5,no,Cre_cap,Hymenoptera,Apidae,Lasioglossum,Lasioglossum_malachurum,Lasioglossum_malachurum,caught,1,yes,NA,2018-07-01,08:23:00,2018-07-01 08:23,Cre_cap,Lasioglossum_malachurum,Cre_cap-Lasioglossum_malachurum,1,EX1,morning,0.176059521,315,315,315,0.003174603,24,28.66666667,25.37931034,33.59626437,0.966666667,30,specialist
Freiburg,1,1,1,C5,no,Cre_cap,Hymenoptera,Apidae,Lasioglossum,Lasioglossum_malachurum,Lasioglossum_malachurum,caught,1,yes,NA,2018-07-01,08:23:00,2018-07-01 08:23,Cre_cap,Lasioglossum_malachurum,Cre_cap-Lasioglossum_malachurum,1,EX1,morning,0.176059521,315,315,315,0.003174603,24,28.66666667,25.37931034,33.59626437,0.966666667,30,specialist
Freiburg,1,1,1,C5,no,Cre_cap,Hymenoptera,Apidae,Lasioglossum,Lasioglossum_malachurum,Lasioglossum_malachurum,caught,1,yes,NA,2018-07-01,08:23:00,2018-07-01 08:23,Cre_cap,Lasioglossum_malachurum,Cre_cap-Lasioglossum_malachurum,1,EX1,morning,0.176059521,315,315,315,0.003174603,24,28.66666667,25.37931034,33.59626437,0.966666667,30,specialist
Freiburg,1,1,1,C5,no,Cre_cap,Hymenoptera,Apidae,Lasioglossum,Lasioglossum_malachurum,Lasioglossum_malachurum,caught,1,yes,NA,2018-07-01,08:23:00,2018-07-01 08:23,Cre_cap,Lasioglossum_malachurum,Cre_cap-Lasioglossum_malachurum,1,EX1,morning,0.176059521,315,315,315,0.003174603,24,28.66666667,25.37931034,33.59626437,0.966666667,30,specialist
Freiburg,1,1,1,C5,no,Cre_cap,Hymenoptera,Apidae,Lasioglossum,Lasioglossum_malachurum,Lasioglossum_malachurum,caught,1,yes,NA,2018-07-01,08:23:00,2018-07-01 08:23,Cre_cap,Lasioglossum_malachurum,Cre_cap-Lasioglossum_malachurum,1,EX1,morning,0.176059521,315,315,315,0.003174603,24,28.66666667,25.37931034,33.59626437,0.966666667,30,specialist
Freiburg,1,1,1,C5,no,Cre_cap,Diptera,Syrphidae,Sphaerophoria,Sphaerophoria_scripta,Sphaerophoria_scripta,caught,1,yes,NA,2018-07-01,08:23:00,2018-07-01 08:23,Cre_cap,Sphaerophoria_scripta,Cre_cap-Sphaerophoria_scripta,1,EX1,morning,0.176059521,315,315,315,0.003174603,24,28.66666667,25.37931034,33.59626437,0.578947368,76,generalist
Freiburg,1,1,1,C5,no,Cre_cap,Hymenoptera,Apidae,NA,NA,NA,caught,1,yes,NA,2018-07-01,08:23:00,2018-07-01 08:23,Cre_cap,NA,NA,1,EX1,morning,0.176059521,315,315,315,0.003174603,24,28.66666667,25.37931034,33.59626437,NA,NA,NA
Freiburg,1,1,1,C5,no,Cre_cap,Coleoptera,NA,NA,NA,NA,caught,1,yes,NA,2018-07-01,08:23:00,2018-07-01 08:23,Cre_cap,NA,NA,1,EX1,morning,0.176059521,315,315,315,0.003174603,24,28.66666667,25.37931034,33.59626437,NA,NA,NA
Freiburg,1,1,1,T4,yes,Pla_lan,Hymenoptera,Apidae,Apis,Apis_mellifera,Apis_mellifera,ID-in-field,1,no,NA,2018-07-01,08:40:00,2018-07-01 08:40,Pla_lan,Apis_mellifera,Pla_lan-Apis_mellifera,1,EX1,morning,0.193790634,NA,NA,NA,NA,24.25,31.16666667,25.37931034,33.59626437,0.524216524,351,generalist
Freiburg,1,1,1,T4,yes,Pla_lan,Hymenoptera,Apidae,Apis,Apis_mellifera,Apis_mellifera,ID-in-field,1,no,NA,2018-07-01,08:40:00,2018-07-01 08:40,Pla_lan,Apis_mellifera,Pla_lan-Apis_mellifera,1,EX1,morning,0.193790634,NA,NA,NA,NA,24.25,31.16666667,25.37931034,33.59626437,0.524216524,351,generalist
Freiburg,1,1,1,T4,yes,Cre_cap,Hymenoptera,Apidae,Halictus,Halictus_scabiosae,Halictus_scabiosae,ID-in-field,2,no,NA,2018-07-01,08:40:00,2018-07-01 08:40,Cre_cap,Halictus_scabiosae,Cre_cap-Halictus_scabiosae,2,EX1,morning,0.193790634,340,340,340,0.005882353,24.25,31.16666667,25.37931034,33.59626437,0.479166667,48,generalist
Freiburg,1,1,1,T4,yes,Cre_cap,Hymenoptera,Apidae,Halictus,Halictus_scabiosae,Halictus_scabiosae,ID-in-field,1,no,NA,2018-07-01,08:40:00,2018-07-01 08:40,Cre_cap,Halictus_scabiosae,Cre_cap-Halictus_scabiosae,1,EX1,morning,0.193790634,340,340,340,0.002941176,24.25,31.16666667,25.37931034,33.59626437,0.479166667,48,generalist
Freiburg,1,1,1,T4,yes,Cre_cap,Hymenoptera,Apidae,Lasioglossum,Lasioglossum_calceatum,Lasioglossum_calceatum,caught,1,yes,NA,2018-07-01,08:40:00,2018-07-01 08:40,Cre_cap,Lasioglossum_calceatum,Cre_cap-Lasioglossum_calceatum,1,EX1,morning,0.193790634,340,340,340,0.002941176,24.25,31.16666667,25.37931034,33.59626437,0.636363636,11,generalist
Freiburg,1,1,1,T4,yes,Cre_cap,Hymenoptera,Apidae,Lasioglossum,Lasioglossum_malachurum,Lasioglossum_malachurum,caught,1,yes,NA,2018-07-01,08:40:00,2018-07-01 08:40,Cre_cap,Lasioglossum_malachurum,Cre_cap-Lasioglossum_malachurum,1,EX1,morning,0.193790634,340,340,340,0.002941176,24.25,31.16666667,25.37931034,33.59626437,0.966666667,30,specialist
Freiburg,1,1,1,T4,yes,Cre_cap,Hymenoptera,Apidae,Lasioglossum,Lasioglossum_malachurum,Lasioglossum_malachurum,caught,1,yes,NA,2018-07-01,08:40:00,2018-07-01 08:40,Cre_cap,Lasioglossum_malachurum,Cre_cap-Lasioglossum_malachurum,1,EX1,morning,0.193790634,340,340,340,0.002941176,24.25,31.16666667,25.37931034,33.59626437,0.966666667,30,specialist
Freiburg,1,1,1,T4,yes,Cre_cap,Diptera,Syrphidae,Sphaerophoria,Sphaerophoria_scripta,Sphaerophoria_scripta,caught,1,yes,NA,2018-07-01,08:40:00,2018-07-01 08:40,Cre_cap,Sphaerophoria_scripta,Cre_cap-Sphaerophoria_scripta,1,EX1,morning,0.193790634,340,340,340,0.002941176,24.25,31.16666667,25.37931034,33.59626437,0.578947368,76,generalist
Freiburg,1,1,1,T4,yes,Cre_cap,Diptera,Syrphidae,Sphaerophoria,Sphaerophoria_scripta,Sphaerophoria_scripta,caught,1,yes,NA,2018-07-01,08:40:00,2018-07-01 08:40,Cre_cap,Sphaerophoria_scripta,Cre_cap-Sphaerophoria_scripta,1,EX1,morning,0.193790634,340,340,340,0.002941176,24.25,31.16666667,25.37931034,33.59626437,0.578947368,76,generalist
Freiburg,1,1,1,C4,no,Cre_cap,Hymenoptera,Apidae,Apis,Apis_mellifera,Apis_mellifera,ID-in-field,1,no,NA,2018-07-01,08:54:00,2018-07-01 08:54,Cre_cap,Apis_mellifera,Cre_cap-Apis_mellifera,1,EX1,morning,0.208392727,225,242,225,0.004444444,24.16666667,32.33333333,25.37931034,33.59626437,0.524216524,351,generalist
Freiburg,1,1,1,C4,no,Cre_cap,Hymenoptera,Apidae,Apis,Apis_mellifera,Apis_mellifera,ID-in-field,1,no,NA,2018-07-01,08:54:00,2018-07-01 08:54,Cre_cap,Apis_mellifera,Cre_cap-Apis_mellifera,1,EX1,morning,0.208392727,225,242,225,0.004444444,24.16666667,32.33333333,25.37931034,33.59626437,0.524216524,351,generalist
Freiburg,1,1,1,C4,no,Hyp_rad,Hymenoptera,Apidae,Apis,Apis_mellifera,Apis_mellifera,ID-in-field,1,no,NA,2018-07-01,08:54:00,2018-07-01 08:54,Hyp_rad,Apis_mellifera,Hyp_rad-Apis_mellifera,1,EX1,morning,0.208392727,17,242,225,0.058823529,24.16666667,32.33333333,25.37931034,33.59626437,0.524216524,351,generalist
Freiburg,1,1,1,C4,no,Pla_lan,Hymenoptera,Apidae,Apis,Apis_mellifera,Apis_mellifera,ID-in-field,1,no,yes,2018-07-01,08:54:00,2018-07-01 08:54,Pla_lan,Apis_mellifera,Pla_lan-Apis_mellifera,1,EX1,morning,0.208392727,9,242,225,0.111111111,24.16666667,32.33333333,25.37931034,33.59626437,0.524216524,351,generalist
Freiburg,1,1,1,C4,no,Thy_vul,Hymenoptera,Apidae,Apis,Apis_mellifera,Apis_mellifera,ID-in-field,3,no,NA,2018-07-01,08:54:00,2018-07-01 08:54,Thy_vul,Apis_mellifera,Thy_vul-Apis_mellifera,3,EX1,morning,0.208392727,340,242,225,0.008823529,24.16666667,32.33333333,25.37931034,33.59626437,0.524216524,351,generalist
Freiburg,1,1,1,C4,no,Thy_vul,Hymenoptera,Apidae,Bombus,Bombus_pratorum,Bombus_pratorum,caught,1,yes,NA,2018-07-01,08:54:00,2018-07-01 08:54,Thy_vul,Bombus_pratorum,Thy_vul-Bombus_pratorum,1,EX1,morning,0.208392727,340,242,225,0.002941176,24.16666667,32.33333333,25.37931034,33.59626437,0,3,non-visitor
Freiburg,1,1,1,C4,no,Cre_cap,Hymenoptera,Apidae,Halictus,Halictus_scabiosae,Halictus_scabiosae,ID-in-field,2,no,NA,2018-07-01,08:54:00,2018-07-01 08:54,Cre_cap,Halictus_scabiosae,Cre_cap-Halictus_scabiosae,2,EX1,morning,0.208392727,225,242,225,0.008888889,24.16666667,32.33333333,25.37931034,33.59626437,0.479166667,48,generalist
Freiburg,1,1,1,C4,no,Hyp_rad,Hymenoptera,Apidae,Halictus,Halictus_scabiosae,Halictus_scabiosae,ID-in-field,1,no,NA,2018-07-01,08:54:00,2018-07-01 08:54,Hyp_rad,Halictus_scabiosae,Hyp_rad-Halictus_scabiosae,1,EX1,morning,0.208392727,17,242,225,0.058823529,24.16666667,32.33333333,25.37931034,33.59626437,0.479166667,48,generalist
Freiburg,1,1,1,C4,no,Hyp_rad,Hymenoptera,Apidae,Lasioglossum,Lasioglossum_leucozonium,Lasioglossum_leucozonium,caught,1,yes,NA,2018-07-01,08:54:00,2018-07-01 08:54,Hyp_rad,Lasioglossum_leucozonium,Hyp_rad-Lasioglossum_leucozonium,1,EX1,morning,0.208392727,17,242,225,0.058823529,24.16666667,32.33333333,25.37931034,33.59626437,0.95,20,specialist
Freiburg,1,1,1,C4,no,Cre_cap,Hymenoptera,Apidae,Lasioglossum,Lasioglossum_malachurum,Lasioglossum_malachurum,caught,1,yes,NA,2018-07-01,08:54:00,2018-07-01 08:54,Cre_cap,Lasioglossum_malachurum,Cre_cap-Lasioglossum_malachurum,1,EX1,morning,0.208392727,225,242,225,0.004444444,24.16666667,32.33333333,25.37931034,33.59626437,0.966666667,30,specialist
Freiburg,1,1,1,C4,no,Cre_cap,Hymenoptera,Apidae,Lasioglossum,Lasioglossum_malachurum,Lasioglossum_malachurum,caught,1,yes,NA,2018-07-01,08:54:00,2018-07-01 08:54,Cre_cap,Lasioglossum_malachurum,Cre_cap-Lasioglossum_malachurum,1,EX1,morning,0.208392727,225,242,225,0.004444444,24.16666667,32.33333333,25.37931034,33.59626437,0.966666667,30,specialist
Freiburg,1,1,1,C4,no,Cre_cap,Diptera,Syrphidae,Sphaerophoria,Sphaerophoria_scripta,Sphaerophoria_scripta,caught,1,yes,NA,2018-07-01,08:54:00,2018-07-01 08:54,Cre_cap,Sphaerophoria_scripta,Cre_cap-Sphaerophoria_scripta,1,EX1,morning,0.208392727,225,242,225,0.004444444,24.16666667,32.33333333,25.37931034,33.59626437,0.578947368,76,generalist
Freiburg,1,1,1,C4,no,Cre_cap,Diptera,Syrphidae,Sphaerophoria,Sphaerophoria_scripta,Sphaerophoria_scripta,caught,1,yes,NA,2018-07-01,08:54:00,2018-07-01 08:54,Cre_cap,Sphaerophoria_scripta,Cre_cap-Sphaerophoria_scripta,1,EX1,morning,0.208392727,225,242,225,0.004444444,24.16666667,32.33333333,25.37931034,33.59626437,0.578947368,76,generalist
Freiburg,1,1,1,C4,no,Pim_sax,Diptera,Syrphidae,Sphaerophoria,Sphaerophoria_scripta,Sphaerophoria_scripta,caught,1,yes,NA,2018-07-01,08:54:00,2018-07-01 08:54,Pim_sax,Sphaerophoria_scripta,Pim_sax-Sphaerophoria_scripta,1,EX1,morning,0.208392727,2160,242,225,0.000462963,24.16666667,32.33333333,25.37931034,33.59626437,0.578947368,76,generalist
Freiburg,1,1,1,C4,no,Cre_cap,Hymenoptera,Apidae,NA,NA,NA,caught,1,yes,NA,2018-07-01,08:54:00,2018-07-01 08:54,Cre_cap,NA,NA,1,EX1,morning,0.208392727,225,242,225,0.004444444,24.16666667,32.33333333,25.37931034,33.59626437,NA,NA,NA
Freiburg,1,1,1,T3,yes,Cre_cap,Hymenoptera,Apidae,Apis,Apis_mellifera,Apis_mellifera,ID-in-field,4,no,NA,2018-07-01,09:10:00,2018-07-01 09:10,Cre_cap,Apis_mellifera,Cre_cap-Apis_mellifera,4,EX1,morning,0.225080833,250,250,250,0.016,24.75,32.5,25.37931034,33.59626437,0.524216524,351,generalist
Freiburg,1,1,1,T3,yes,Cre_cap,Diptera,Syrphidae,Eupeodes,Eupeodes_corollae,Eupeodes_corollae,caught,1,yes,NA,2018-07-01,09:10:00,2018-07-01 09:10,Cre_cap,Eupeodes_corollae,Cre_cap-Eupeodes_corollae,1,EX1,morning,0.225080833,250,250,250,0.004,24.75,32.5,25.37931034,33.59626437,1,6,specialist
Freiburg,1,1,1,T3,yes,Cre_cap,Diptera,Syrphidae,Eupeodes,Eupeodes_corollae,Eupeodes_corollae,caught,1,yes,NA,2018-07-01,09:10:00,2018-07-01 09:10,Cre_cap,Eupeodes_corollae,Cre_cap-Eupeodes_corollae,1,EX1,morning,0.225080833,250,250,250,0.004,24.75,32.5,25.37931034,33.59626437,1,6,specialist
Freiburg,1,1,1,T3,yes,Cre_cap,Hymenoptera,Apidae,Halictus,Halictus_eurygnathus,Halictus_eurygnathus,caught,1,yes,NA,2018-07-01,09:10:00,2018-07-01 09:10,Cre_cap,Halictus_eurygnathus,Cre_cap-Halictus_eurygnathus,1,EX1,morning,0.225080833,250,250,250,0.004,24.75,32.5,25.37931034,33.59626437,0.090909091,11,non-visitor
Freiburg,1,1,1,T3,yes,Cre_cap,Hymenoptera,Apidae,Halictus,Halictus_scabiosae,Halictus_scabiosae,ID-in-field,4,no,NA,2018-07-01,09:10:00,2018-07-01 09:10,Cre_cap,Halictus_scabiosae,Cre_cap-Halictus_scabiosae,4,EX1,morning,0.225080833,250,250,250,0.016,24.75,32.5,25.37931034,33.59626437,0.479166667,48,generalist
Freiburg,1,1,1,T3,yes,Cre_cap,Hymenoptera,Apidae,Lasioglossum,Lasioglossum_laticeps,Lasioglossum_laticeps,caught,1,yes,NA,2018-07-01,09:10:00,2018-07-01 09:10,Cre_cap,Lasioglossum_laticeps,Cre_cap-Lasioglossum_laticeps,1,EX1,morning,0.225080833,250,250,250,0.004,24.75,32.5,25.37931034,33.59626437,0.6,5,generalist
Freiburg,1,1,1,T3,yes,Cre_cap,Hymenoptera,Apidae,Lasioglossum,Lasioglossum_malachurum,Lasioglossum_malachurum,caught,1,yes,NA,2018-07-01,09:10:00,2018-07-01 09:10,Cre_cap,Lasioglossum_malachurum,Cre_cap-Lasioglossum_malachurum,1,EX1,morning,0.225080833,250,250,250,0.004,24.75,32.5,25.37931034,33.59626437,0.966666667,30,specialist
Freiburg,1,1,1,T3,yes,Cre_cap,Hymenoptera,Apidae,Lasioglossum,Lasioglossum_pauxillum,Lasioglossum_pauxillum,caught,1,yes,NA,2018-07-01,09:10:00,2018-07-01 09:10,Cre_cap,Lasioglossum_pauxillum,Cre_cap-Lasioglossum_pauxillum,1,EX1,morning,0.225080833,250,250,250,0.004,24.75,32.5,25.37931034,33.59626437,0.625,32,generalist
Freiburg,1,1,1,T3,yes,Cre_cap,Diptera,Syrphidae,Sphaerophoria,Sphaerophoria_scripta,Sphaerophoria_scripta,caught,1,yes,NA,2018-07-01,09:10:00,2018-07-01 09:10,Cre_cap,Sphaerophoria_scripta,Cre_cap-Sphaerophoria_scripta,1,EX1,morning,0.225080833,250,250,250,0.004,24.75,32.5,25.37931034,33.59626437,0.578947368,76,generalist
Freiburg,1,1,1,T3,yes,Cre_cap,Diptera,Syrphidae,Sphaerophoria,Sphaerophoria_scripta,Sphaerophoria_scripta,caught,1,yes,NA,2018-07-01,09:10:00,2018-07-01 09:10,Cre_cap,Sphaerophoria_scripta,Cre_cap-Sphaerophoria_scripta,1,EX1,morning,0.225080833,250,250,250,0.004,24.75,32.5,25.37931034,33.59626437,0.578947368,76,generalist
Freiburg,1,1,1,T3,yes,Cre_cap,Diptera,Syrphidae,Sphaerophoria,Sphaerophoria_scripta,Sphaerophoria_scripta,caught,1,yes,NA,2018-07-01,09:10:00,2018-07-01 09:10,Cre_cap,Sphaerophoria_scripta,Cre_cap-Sphaerophoria_scripta,1,EX1,morning,0.225080833,250,250,250,0.004,24.75,32.5,25.37931034,33.59626437,0.578947368,76,generalist
Freiburg,1,1,1,T3,yes,Cre_cap,Coleoptera,NA,NA,NA,NA,caught,1,yes,NA,2018-07-01,09:10:00,2018-07-01 09:10,Cre_cap,NA,NA,1,EX1,morning,0.225080833,250,250,250,0.004,24.75,32.5,25.37931034,33.59626437,NA,NA,NA
Freiburg,1,1,1,T3,yes,Cre_cap,Hymenoptera,Apidae,NA,NA,NA,caught,1,yes,NA,2018-07-01,09:10:00,2018-07-01 09:10,Cre_cap,NA,NA,1,EX1,morning,0.225080833,250,250,250,0.004,24.75,32.5,25.37931034,33.59626437,NA,NA,NA
Freiburg,1,1,1,C3,no,Cre_cap,Hymenoptera,Apidae,Apis,Apis_mellifera,Apis_mellifera,ID-in-field,2,no,NA,2018-07-01,09:27:00,2018-07-01 09:27,Cre_cap,Apis_mellifera,Cre_cap-Apis_mellifera,2,EX1,morning,0.242811946,167,177,167,0.011976048,25.66666667,34.16666667,25.37931034,33.59626437,0.524216524,351,generalist
Freiburg,1,1,1,C3,no,Hyp_rad,Hymenoptera,Apidae,Apis,Apis_mellifera,Apis_mellifera,ID-in-field,2,no,NA,2018-07-01,09:27:00,2018-07-01 09:27,Hyp_rad,Apis_mellifera,Hyp_rad-Apis_mellifera,2,EX1,morning,0.242811946,10,177,167,0.2,25.66666667,34.16666667,25.37931034,33.59626437,0.524216524,351,generalist
Freiburg,1,1,1,C3,no,Pla_lan,Hymenoptera,Apidae,Apis,Apis_mellifera,Apis_mellifera,ID-in-field,2,no,NA,2018-07-01,09:27:00,2018-07-01 09:27,Pla_lan,Apis_mellifera,Pla_lan-Apis_mellifera,2,EX1,morning,0.242811946,23,177,167,0.086956522,25.66666667,34.16666667,25.37931034,33.59626437,0.524216524,351,generalist
Freiburg,1,1,1,C3,no,Cre_cap,Diptera,Syrphidae,Eristalis,Eristalis_tenax,Eristalis_tenax,caught,1,yes,NA,2018-07-01,09:27:00,2018-07-01 09:27,Cre_cap,Eristalis_tenax,Cre_cap-Eristalis_tenax,1,EX1,morning,0.242811946,167,177,167,0.005988024,25.66666667,34.16666667,25.37931034,33.59626437,0.76,25,generalist
Freiburg,1,1,1,C3,no,Cre_cap,Hymenoptera,Apidae,Halictus,Halictus_scabiosae,Halictus_scabiosae,ID-in-field,1,no,NA,2018-07-01,09:27:00,2018-07-01 09:27,Cre_cap,Halictus_scabiosae,Cre_cap-Halictus_scabiosae,1,EX1,morning,0.242811946,167,177,167,0.005988024,25.66666667,34.16666667,25.37931034,33.59626437,0.479166667,48,generalist
Freiburg,1,1,1,C3,no,Cre_cap,Hymenoptera,Apidae,Halictus,Halictus_simplex,Halictus_simplex,caught,1,yes,NA,2018-07-01,09:27:00,2018-07-01 09:27,Cre_cap,Halictus_simplex,Cre_cap-Halictus_simplex,1,EX1,morning,0.242811946,167,177,167,0.005988024,25.66666667,34.16666667,25.37931034,33.59626437,0.75,8,generalist
Freiburg,1,1,1,C3,no,Pla_lan,Hymenoptera,Apidae,Lasioglossum,Lasioglossum_malachurum,Lasioglossum_malachurum,caught,1,yes,NA,2018-07-01,09:27:00,2018-07-01 09:27,Pla_lan,Lasioglossum_malachurum,Pla_lan-Lasioglossum_malachurum,1,EX1,morning,0.242811946,23,177,167,0.043478261,25.66666667,34.16666667,25.37931034,33.59626437,0.966666667,30,specialist
Freiburg,1,1,1,C3,no,Cre_cap,Hymenoptera,Apidae,Lasioglossum,Lasioglossum_malachurum,Lasioglossum_malachurum,caught,1,yes,NA,2018-07-01,09:27:00,2018-07-01 09:27,Cre_cap,Lasioglossum_malachurum,Cre_cap-Lasioglossum_malachurum,1,EX1,morning,0.242811946,167,177,167,0.005988024,25.66666667,34.16666667,25.37931034,33.59626437,0.966666667,30,specialist
Freiburg,1,1,1,C3,no,Hyp_rad,Diptera,Syrphidae,Scaeva,Scaeva_pyrastri,Scaeva_pyrastri,caught,1,yes,NA,2018-07-01,09:27:00,2018-07-01 09:27,Hyp_rad,Scaeva_pyrastri,Hyp_rad-Scaeva_pyrastri,1,EX1,morning,0.242811946,10,177,167,0.1,25.66666667,34.16666667,25.37931034,33.59626437,1,1,specialist
Freiburg,1,1,1,C2,no,Cre_cap,Hymenoptera,Apidae,Andrena,Andrena_fulvago,Andrena_fulvago,caught,1,yes,NA,2018-07-01,09:44:00,2018-07-01 09:44,Cre_cap,Andrena_fulvago,Cre_cap-Andrena_fulvago,1,EX1,morning,0.260543059,500,500,500,0.002,26.66666667,35.33333333,25.37931034,33.59626437,1,2,specialist
Freiburg,1,1,1,C2,no,Cre_cap,Hymenoptera,Apidae,Apis,Apis_mellifera,Apis_mellifera,ID-in-field,1,no,NA,2018-07-01,09:44:00,2018-07-01 09:44,Cre_cap,Apis_mellifera,Cre_cap-Apis_mellifera,1,EX1,morning,0.260543059,500,500,500,0.002,26.66666667,35.33333333,25.37931034,33.59626437,0.524216524,351,generalist
Freiburg,1,1,1,C2,no,Pla_lan,Hymenoptera,Apidae,Apis,Apis_mellifera,Apis_mellifera,ID-in-field,1,no,NA,2018-07-01,09:44:00,2018-07-01 09:44,Pla_lan,Apis_mellifera,Pla_lan-Apis_mellifera,1,EX1,morning,0.260543059,3,500,500,0.333333333,26.66666667,35.33333333,25.37931034,33.59626437,0.524216524,351,generalist
Freiburg,1,1,1,C2,no,Tri_rep,Hymenoptera,Apidae,Apis,Apis_mellifera,Apis_mellifera,ID-in-field,1,no,NA,2018-07-01,09:44:00,2018-07-01 09:44,Tri_rep,Apis_mellifera,Tri_rep-Apis_mellifera,1,EX1,morning,0.260543059,NA,NA,NA,NA,26.66666667,35.33333333,25.37931034,33.59626437,0.524216524,351,generalist
